Geography,fips_code,tract,TotalPop,Drove,Percent_Drove,Transit,Percent_Transit,Bike,Percent_Bike,Walk,Percent_Walk,WFH,Percent_WFH
"Census Tract 2412.02, Los Angeles County, California",6037241202,241202,1487,1045,70.28,265.00,17.82,0.00,0.00,35.00,2.35,111.00,7.46
"Census Tract 2413, Los Angeles County, California",6037241300,241300,883,724,81.99,118.00,13.36,0.00,0.00,24.00,2.72,3.00,0.34
"Census Tract 2414, Los Angeles County, California",6037241400,241400,1282,1104,86.12,106.00,8.27,0.00,0.00,41.00,3.20,10.00,0.78
"Census Tract 2420, Los Angeles County, California",6037242000,242000,1242,1032,83.09,119.00,9.58,31.00,2.50,4.00,0.32,52.00,4.19
"Census Tract 2421, Los Angeles County, California",6037242100,242100,568,383,67.43,155.00,27.29,0.00,0.00,11.00,1.94,4.00,0.70
"Census Tract 2422, Los Angeles County, California",6037242200,242200,2079,1601,77.01,336.00,16.16,0.00,0.00,50.00,2.41,46.00,2.21
"Census Tract 2423, Los Angeles County, California",6037242300,242300,1522,1226,80.55,267.00,17.54,0.00,0.00,0.00,0.00,29.00,1.91
"Census Tract 2426, Los Angeles County, California",6037242600,242600,1017,753,74.04,157.00,15.44,0.00,0.00,0.00,0.00,91.00,8.95
"Census Tract 2427, Los Angeles County, California",6037242700,242700,2043,1747,85.51,242.00,11.85,0.00,0.00,0.00,0.00,44.00,2.15
"Census Tract 2430, Los Angeles County, California",6037243000,243000,2523,1865,73.92,492.00,19.50,25.00,0.99,28.00,1.11,113.00,4.48
"Census Tract 2431, Los Angeles County, California",6037243100,243100,1793,1316,73.40,279.00,15.56,0.00,0.00,60.00,3.35,119.00,6.64
"Census Tract 2611.01, Los Angeles County, California",6037261101,261101,1832,1258,68.67,25.00,1.36,7.00,0.38,41.00,2.24,410.00,22.38
"Census Tract 2611.02, Los Angeles County, California",6037261102,261102,1788,1423,79.59,0.00,0.00,0.00,0.00,0.00,0.00,342.00,19.13
"Census Tract 2612, Los Angeles County, California",6037261200,261200,2061,1639,79.52,9.00,0.44,0.00,0.00,0.00,0.00,332.00,16.11
"Census Tract 2621, Los Angeles County, California",6037262100,262100,1186,949,80.02,0.00,0.00,19.00,1.60,0.00,0.00,211.00,17.79
"Census Tract 2622, Los Angeles County, California",6037262200,262200,2235,1824,81.61,0.00,0.00,0.00,0.00,45.00,2.01,277.00,12.39
"Census Tract 2623.01, Los Angeles County, California",6037262301,262301,1241,859,69.22,6.00,0.48,0.00,0.00,216.00,17.41,131.00,10.56
"Census Tract 2623.02, Los Angeles County, California",6037262302,262302,1417,1209,85.32,0.00,0.00,8.00,0.56,20.00,1.41,135.00,9.53
"Census Tract 2623.03, Los Angeles County, California",6037262303,262303,1127,928,82.34,0.00,0.00,9.00,0.80,8.00,0.71,182.00,16.15
"Census Tract 2624, Los Angeles County, California",6037262400,262400,1226,1028,83.85,0.00,0.00,6.00,0.49,37.00,3.02,155.00,12.64
"Census Tract 2625.01, Los Angeles County, California",6037262501,262501,1438,1206,83.87,7.00,0.49,8.00,0.56,65.00,4.52,152.00,10.57
"Census Tract 2626.01, Los Angeles County, California",6037262601,262601,1554,1356,87.26,0.00,0.00,0.00,0.00,10.00,0.64,182.00,11.71
"Census Tract 2626.04, Los Angeles County, California",6037262604,262604,2831,2056,72.62,77.00,2.72,0.00,0.00,15.00,0.53,649.00,22.92
"Census Tract 2627.04, Los Angeles County, California",6037262704,262704,1491,1192,79.95,2.00,0.13,38.00,2.55,12.00,0.80,225.00,15.09
"Census Tract 2627.06, Los Angeles County, California",6037262706,262706,1498,1252,83.58,18.00,1.20,5.00,0.33,68.00,4.54,135.00,9.01
"Census Tract 2628.02, Los Angeles County, California",6037262802,262802,1525,1131,74.16,0.00,0.00,6.00,0.39,22.00,1.44,340.00,22.30
"Census Tract 2640, Los Angeles County, California",6037264000,264000,1261,886,70.26,72.00,5.71,16.00,1.27,49.00,3.89,238.00,18.87
"Census Tract 2641.02, Los Angeles County, California",6037264102,264102,1677,1274,75.97,44.00,2.62,0.00,0.00,50.00,2.98,303.00,18.07
"Census Tract 2641.03, Los Angeles County, California",6037264103,264103,1596,1200,75.19,81.00,5.08,48.00,3.01,61.00,3.82,184.00,11.53
"Census Tract 2643.01, Los Angeles County, California",6037264301,264301,3552,2611,73.51,138.00,3.89,54.00,1.52,415.00,11.68,315.00,8.87
"Census Tract 2643.02, Los Angeles County, California",6037264302,264302,3393,2439,71.88,188.00,5.54,82.00,2.42,88.00,2.59,490.00,14.44
"Census Tract 2651, Los Angeles County, California",6037265100,265100,1014,799,78.80,7.00,0.69,0.00,0.00,24.00,2.37,184.00,18.15
"Census Tract 2652.01, Los Angeles County, California",6037265201,265201,941,478,50.80,20.00,2.13,9.00,0.96,306.00,32.52,122.00,12.96
"Census Tract 2652.02, Los Angeles County, California",6037265202,265202,1841,1097,59.59,39.00,2.12,40.00,2.17,495.00,26.89,158.00,8.58
"Census Tract 2653.01, Los Angeles County, California",6037265301,265301,2076,372,17.92,69.00,3.32,25.00,1.20,1445.00,69.61,99.00,4.77
"Census Tract 2653.03, Los Angeles County, California",6037265303,265303,1938,543,28.02,76.00,3.92,105.00,5.42,1101.00,56.81,77.00,3.97
"Census Tract 2653.04, Los Angeles County, California",6037265304,265304,1449,477,32.92,16.00,1.10,14.00,0.97,871.00,60.11,49.00,3.38
"Census Tract 2653.05, Los Angeles County, California",6037265305,265305,1766,456,25.82,272.00,15.40,10.00,0.57,905.00,51.25,93.00,5.27
"Census Tract 2654.10, Los Angeles County, California",6037265410,265410,633,546,86.26,4.00,0.63,21.00,3.32,28.00,4.42,34.00,5.37
"Census Tract 2654.20, Los Angeles County, California",6037265420,265420,973,870,89.41,5.00,0.51,14.00,1.44,29.00,2.98,55.00,5.65
"Census Tract 2655.10, Los Angeles County, California",6037265510,265510,2104,1349,64.12,233.00,11.07,10.00,0.48,397.00,18.87,115.00,5.47
"Census Tract 2655.20, Los Angeles County, California",6037265520,265520,2628,1932,73.52,64.00,2.44,60.00,2.28,230.00,8.75,299.00,11.38
"Census Tract 2656.01, Los Angeles County, California",6037265601,265601,1873,1371,73.20,125.00,6.67,32.00,1.71,85.00,4.54,237.00,12.65
"Census Tract 2656.02, Los Angeles County, California",6037265602,265602,1446,1174,81.19,21.00,1.45,30.00,2.07,75.00,5.19,123.00,8.51
"Census Tract 2657, Los Angeles County, California",6037265700,265700,2830,2515,88.87,62.00,2.19,0.00,0.00,12.00,0.42,175.00,6.18
"Census Tract 2671, Los Angeles County, California",6037267100,267100,3738,3154,84.38,75.00,2.01,62.00,1.66,123.00,3.29,284.00,7.60
"Census Tract 2672, Los Angeles County, California",6037267200,267200,3329,2553,76.69,130.00,3.91,98.00,2.94,171.00,5.14,278.00,8.35
"Census Tract 2673, Los Angeles County, California",6037267300,267300,2601,2031,78.09,150.00,5.77,45.00,1.73,121.00,4.65,228.00,8.77
"Census Tract 2674.02, Los Angeles County, California",6037267402,267402,3653,2693,73.72,571.00,15.63,39.00,1.07,89.00,2.44,232.00,6.35
"Census Tract 2674.03, Los Angeles County, California",6037267403,267403,2121,1441,67.94,143.00,6.74,154.00,7.26,161.00,7.59,222.00,10.47
"Census Tract 2674.04, Los Angeles County, California",6037267404,267404,1911,1301,68.08,103.00,5.39,30.00,1.57,301.00,15.75,155.00,8.11
"Census Tract 2675.01, Los Angeles County, California",6037267501,267501,4300,2957,68.77,531.00,12.35,349.00,8.12,279.00,6.49,153.00,3.56
"Census Tract 2675.02, Los Angeles County, California",6037267502,267502,2192,1559,71.12,206.00,9.40,101.00,4.61,180.00,8.21,127.00,5.79
"Census Tract 2676, Los Angeles County, California",6037267600,267600,1609,1207,75.02,67.00,4.16,23.00,1.43,79.00,4.91,137.00,8.51
"Census Tract 2677, Los Angeles County, California",6037267700,267700,2268,1443,63.62,244.00,10.76,190.00,8.38,208.00,9.17,159.00,7.01
"Census Tract 2678, Los Angeles County, California",6037267800,267800,1414,1105,78.15,13.00,0.92,21.00,1.49,68.00,4.81,188.00,13.30
"Census Tract 2679.01, Los Angeles County, California",6037267901,267901,820,627,76.46,25.00,3.05,0.00,0.00,35.00,4.27,121.00,14.76
"Census Tract 2679.02, Los Angeles County, California",6037267902,267902,1782,1565,87.82,32.00,1.80,25.00,1.40,65.00,3.65,73.00,4.10
"Census Tract 2690, Los Angeles County, California",6037269000,269000,2458,1922,78.19,0.00,0.00,85.00,3.46,165.00,6.71,286.00,11.64
"Census Tract 2691, Los Angeles County, California",6037269100,269100,2055,1743,84.82,27.00,1.31,10.00,0.49,63.00,3.07,196.00,9.54
"Census Tract 2693, Los Angeles County, California",6037269300,269300,2026,1641,81.00,0.00,0.00,0.00,0.00,8.00,0.39,249.00,12.29
"Census Tract 2695, Los Angeles County, California",6037269500,269500,1757,1543,87.82,29.00,1.65,13.00,0.74,7.00,0.40,156.00,8.88
"Census Tract 2696.01, Los Angeles County, California",6037269601,269601,1592,1236,77.64,231.00,14.51,16.00,1.01,8.00,0.50,32.00,2.01
"Census Tract 2696.02, Los Angeles County, California",6037269602,269602,1563,1100,70.38,153.00,9.79,108.00,6.91,56.00,3.58,96.00,6.14
"Census Tract 2697, Los Angeles County, California",6037269700,269700,2313,1848,79.90,183.00,7.91,56.00,2.42,9.00,0.39,163.00,7.05
"Census Tract 2698, Los Angeles County, California",6037269800,269800,1902,1625,85.44,73.00,3.84,41.00,2.16,9.00,0.47,98.00,5.15
"Census Tract 2699.03, Los Angeles County, California",6037269903,269903,2363,1888,79.90,257.00,10.88,64.00,2.71,67.00,2.84,28.00,1.18
"Census Tract 2699.04, Los Angeles County, California",6037269904,269904,2523,2147,85.10,180.00,7.13,51.00,2.02,9.00,0.36,51.00,2.02
"Census Tract 2699.05, Los Angeles County, California",6037269905,269905,1952,1565,80.17,213.00,10.91,50.00,2.56,33.00,1.69,65.00,3.33
"Census Tract 2699.06, Los Angeles County, California",6037269906,269906,1989,1699,85.42,121.00,6.08,51.00,2.56,35.00,1.76,73.00,3.67
"Census Tract 2699.07, Los Angeles County, California",6037269907,269907,1928,1631,84.60,156.00,8.09,40.00,2.07,47.00,2.44,39.00,2.02
"Census Tract 2701, Los Angeles County, California",6037270100,270100,2686,2001,74.50,260.00,9.68,76.00,2.83,77.00,2.87,195.00,7.26
"Census Tract 2702, Los Angeles County, California",6037270200,270200,1949,1426,73.17,268.00,13.75,74.00,3.80,63.00,3.23,55.00,2.82
"Census Tract 2703, Los Angeles County, California",6037270300,270300,1360,1083,79.63,146.00,10.74,11.00,0.81,21.00,1.54,62.00,4.56
"Census Tract 2711, Los Angeles County, California",6037271100,271100,1321,1120,84.78,51.00,3.86,39.00,2.95,24.00,1.82,87.00,6.59
"Census Tract 2712, Los Angeles County, California",6037271200,271200,1757,1425,81.10,119.00,6.77,8.00,0.46,53.00,3.02,85.00,4.84
"Census Tract 2713, Los Angeles County, California",6037271300,271300,2579,2244,87.01,88.00,3.41,20.00,0.78,15.00,0.58,155.00,6.01
"Census Tract 2714, Los Angeles County, California",6037271400,271400,1534,1079,70.34,115.00,7.50,34.00,2.22,18.00,1.17,265.00,17.28
"Census Tract 2715, Los Angeles County, California",6037271500,271500,1613,1212,75.14,31.00,1.92,19.00,1.18,20.00,1.24,311.00,19.28
"Census Tract 2716, Los Angeles County, California",6037271600,271600,2229,1660,74.47,197.00,8.84,104.00,4.67,18.00,0.81,237.00,10.63
"Census Tract 2717.01, Los Angeles County, California",6037271701,271701,3494,2759,78.96,275.00,7.87,123.00,3.52,0.00,0.00,252.00,7.21
"Census Tract 2717.02, Los Angeles County, California",6037271702,271702,2310,1809,78.31,361.00,15.63,0.00,0.00,5.00,0.22,126.00,5.45
"Census Tract 2718.01, Los Angeles County, California",6037271801,271801,2072,1711,82.58,129.00,6.23,53.00,2.56,14.00,0.68,110.00,5.31
"Census Tract 2718.02, Los Angeles County, California",6037271802,271802,3495,2888,82.63,275.00,7.87,38.00,1.09,71.00,2.03,168.00,4.81
"Census Tract 2719.01, Los Angeles County, California",6037271901,271901,1866,1485,79.58,102.00,5.47,65.00,3.48,29.00,1.55,177.00,9.49
"Census Tract 2719.02, Los Angeles County, California",6037271902,271902,2308,1863,80.72,176.00,7.63,0.00,0.00,0.00,0.00,247.00,10.70
"Census Tract 2721, Los Angeles County, California",6037272100,272100,2224,1848,83.09,71.00,3.19,43.00,1.93,24.00,1.08,210.00,9.44
"Census Tract 2722.01, Los Angeles County, California",6037272201,272201,1666,1292,77.55,193.00,11.58,113.00,6.78,0.00,0.00,60.00,3.60
"Census Tract 2722.02, Los Angeles County, California",6037272202,272202,2252,1665,73.93,304.00,13.50,32.00,1.42,47.00,2.09,195.00,8.66
"Census Tract 2723.01, Los Angeles County, California",6037272301,272301,1621,1304,80.44,40.00,2.47,107.00,6.60,10.00,0.62,86.00,5.31
"Census Tract 2723.02, Los Angeles County, California",6037272302,272302,2451,1748,71.32,347.00,14.16,75.00,3.06,56.00,2.28,173.00,7.06
"Census Tract 2731, Los Angeles County, California",6037273100,273100,1419,1140,80.34,27.00,1.90,42.00,2.96,36.00,2.54,159.00,11.21
"Census Tract 2732, Los Angeles County, California",6037273200,273200,2069,1528,73.85,94.00,4.54,71.00,3.43,86.00,4.16,189.00,9.13
"Census Tract 2733, Los Angeles County, California",6037273300,273300,2068,1289,62.33,84.00,4.06,142.00,6.87,144.00,6.96,357.00,17.26
"Census Tract 2734.02, Los Angeles County, California",6037273402,273402,1851,911,49.22,68.00,3.67,270.00,14.59,268.00,14.48,292.00,15.78
"Census Tract 2735.02, Los Angeles County, California",6037273502,273502,1960,1351,68.93,29.00,1.48,130.00,6.63,215.00,10.97,226.00,11.53
"Census Tract 2736, Los Angeles County, California",6037273600,273600,1288,877,68.09,14.00,1.09,57.00,4.43,78.00,6.06,223.00,17.31
"Census Tract 2737, Los Angeles County, California",6037273700,273700,1737,1327,76.40,69.00,3.97,148.00,8.52,107.00,6.16,69.00,3.97
"Census Tract 2738, Los Angeles County, California",6037273800,273800,1990,1470,73.87,95.00,4.77,111.00,5.58,72.00,3.62,164.00,8.24
"Census Tract 2739.02, Los Angeles County, California",6037273902,273902,2585,1959,75.78,128.00,4.95,61.00,2.36,53.00,2.05,368.00,14.24
"Census Tract 2741, Los Angeles County, California",6037274100,274100,2900,2319,79.97,49.00,1.69,44.00,1.52,194.00,6.69,192.00,6.62
"Census Tract 2742.02, Los Angeles County, California",6037274202,274202,2369,1861,78.56,80.00,3.38,22.00,0.93,75.00,3.17,287.00,12.11
"Census Tract 2751.01, Los Angeles County, California",6037275101,275101,710,571,80.42,92.00,12.96,5.00,0.70,24.00,3.38,14.00,1.97
"Census Tract 2751.02, Los Angeles County, California",6037275102,275102,2070,1637,79.08,128.00,6.18,71.00,3.43,112.00,5.41,122.00,5.89
"Census Tract 2752, Los Angeles County, California",6037275200,275200,2303,1692,73.47,283.00,12.29,93.00,4.04,23.00,1.00,162.00,7.03
"Census Tract 2753.02, Los Angeles County, California",6037275302,275302,2559,2103,82.18,1.00,0.04,78.00,3.05,97.00,3.79,263.00,10.28
"Census Tract 2753.11, Los Angeles County, California",6037275311,275311,3592,3035,84.49,166.00,4.62,60.00,1.67,106.00,2.95,204.00,5.68
"Census Tract 2754, Los Angeles County, California",6037275400,275400,2338,1846,78.96,90.00,3.85,82.00,3.51,68.00,2.91,236.00,10.09
"Census Tract 2755, Los Angeles County, California",6037275500,275500,2380,1858,78.07,339.00,14.24,0.00,0.00,70.00,2.94,55.00,2.31
"Census Tract 2756.02, Los Angeles County, California",6037275602,275602,5089,4573,89.86,44.00,0.86,62.00,1.22,144.00,2.83,266.00,5.23
"Census Tract 2756.03, Los Angeles County, California",6037275603,275603,1441,1202,83.41,45.00,3.12,8.00,0.56,116.00,8.05,11.00,0.76
"Census Tract 2760, Los Angeles County, California",6037276000,276000,2961,2558,86.39,47.00,1.59,16.00,0.54,57.00,1.93,197.00,6.65
"Census Tract 2761, Los Angeles County, California",6037276100,276100,3618,3262,90.16,191.00,5.28,0.00,0.00,67.00,1.85,98.00,2.71
"Census Tract 2764, Los Angeles County, California",6037276400,276400,1744,1395,79.99,89.00,5.10,20.00,1.15,72.00,4.13,150.00,8.60
"Census Tract 2765, Los Angeles County, California",6037276500,276500,2312,901,38.97,62.00,2.68,78.00,3.37,1142.00,49.39,114.00,4.93
"Census Tract 2766.01, Los Angeles County, California",6037276601,276601,2321,2132,91.86,19.00,0.82,24.00,1.03,19.00,0.82,115.00,4.95
"Census Tract 2766.03, Los Angeles County, California",6037276603,276603,3600,3204,89.00,0.00,0.00,54.00,1.50,74.00,2.06,251.00,6.97
"Census Tract 2766.04, Los Angeles County, California",6037276604,276604,2381,2170,91.14,57.00,2.39,11.00,0.46,22.00,0.92,87.00,3.65
"Census Tract 2770, Los Angeles County, California",6037277000,277000,2791,2424,86.85,57.00,2.04,46.00,1.65,9.00,0.32,255.00,9.14
"Census Tract 2771, Los Angeles County, California",6037277100,277100,1747,1497,85.69,25.00,1.43,8.00,0.46,33.00,1.89,175.00,10.02
"Census Tract 2772, Los Angeles County, California",6037277200,277200,1370,1214,88.61,73.00,5.33,33.00,2.41,0.00,0.00,50.00,3.65
"Census Tract 2774, Los Angeles County, California",6037277400,277400,851,707,83.08,57.00,6.70,1.00,0.12,16.00,1.88,25.00,2.94
"Census Tract 2780.01, Los Angeles County, California",6037278001,278001,1311,1126,85.89,8.00,0.61,13.00,0.99,60.00,4.58,98.00,7.48
"Census Tract 2781.02, Los Angeles County, California",6037278102,278102,1907,1643,86.16,0.00,0.00,17.00,0.89,0.00,0.00,220.00,11.54
"Census Tract 2911.10, Los Angeles County, California",6037291110,291110,1424,1244,87.36,105.00,7.37,0.00,0.00,33.00,2.32,17.00,1.19
"Census Tract 2911.20, Los Angeles County, California",6037291120,291120,938,774,82.52,72.00,7.68,0.00,0.00,20.00,2.13,10.00,1.07
"Census Tract 2911.30, Los Angeles County, California",6037291130,291130,1574,1386,88.06,81.00,5.15,39.00,2.48,36.00,2.29,32.00,2.03
"Census Tract 2912.10, Los Angeles County, California",6037291210,291210,2261,1954,86.42,126.00,5.57,0.00,0.00,96.00,4.25,57.00,2.52
"Census Tract 2912.20, Los Angeles County, California",6037291220,291220,1790,1516,84.69,107.00,5.98,50.00,2.79,52.00,2.91,62.00,3.46
"Census Tract 2913, Los Angeles County, California",6037291300,291300,1257,1141,90.77,32.00,2.55,0.00,0.00,11.00,0.88,41.00,3.26
"Census Tract 2920, Los Angeles County, California",6037292000,292000,2889,2158,74.70,379.00,13.12,9.00,0.31,26.00,0.90,64.00,2.22
"Census Tract 2932.01, Los Angeles County, California",6037293201,293201,3355,2923,87.12,71.00,2.12,25.00,0.75,50.00,1.49,102.00,3.04
"Census Tract 2932.02, Los Angeles County, California",6037293202,293202,2929,2507,85.59,106.00,3.62,0.00,0.00,49.00,1.67,36.00,1.23
"Census Tract 2933.01, Los Angeles County, California",6037293301,293301,1399,1372,98.07,0.00,0.00,0.00,0.00,0.00,0.00,27.00,1.93
"Census Tract 2933.02, Los Angeles County, California",6037293302,293302,2428,2248,92.59,79.00,3.25,0.00,0.00,0.00,0.00,53.00,2.18
"Census Tract 2933.04, Los Angeles County, California",6037293304,293304,2264,1888,83.39,105.00,4.64,10.00,0.44,148.00,6.54,32.00,1.41
"Census Tract 2933.06, Los Angeles County, California",6037293306,293306,1145,1000,87.34,67.00,5.85,0.00,0.00,14.00,1.22,54.00,4.72
"Census Tract 2933.07, Los Angeles County, California",6037293307,293307,1370,1088,79.42,140.00,10.22,21.00,1.53,43.00,3.14,29.00,2.12
"Census Tract 2941.10, Los Angeles County, California",6037294110,294110,1948,1767,90.71,67.00,3.44,6.00,0.31,40.00,2.05,43.00,2.21
"Census Tract 2941.20, Los Angeles County, California",6037294120,294120,920,778,84.57,32.00,3.48,9.00,0.98,41.00,4.46,21.00,2.28
"Census Tract 2942, Los Angeles County, California",6037294200,294200,2391,2146,89.75,61.00,2.55,0.00,0.00,46.00,1.92,55.00,2.30
