Geography,fips_code,tract,TotalPop,Drove,Percent_Drove,Transit,Percent_Transit,Bike,Percent_Bike,Walk,Percent_Walk,WFH,Percent_WFH
"Census Tract 5545.16, Los Angeles County, California",6037554516,554516,1910,1816,95.08,51.00,2.67,0.00,0.00,0.00,0.00,32.00,1.68
"Census Tract 5545.17, Los Angeles County, California",6037554517,554517,1981,1746,88.14,66.00,3.33,18.00,0.91,0.00,0.00,114.00,5.75
"Census Tract 5545.18, Los Angeles County, California",6037554518,554518,2625,2427,92.46,12.00,0.46,0.00,0.00,10.00,0.38,157.00,5.98
"Census Tract 5545.19, Los Angeles County, California",6037554519,554519,1358,1236,91.02,25.00,1.84,0.00,0.00,42.00,3.09,41.00,3.02
"Census Tract 5545.21, Los Angeles County, California",6037554521,554521,2819,2586,91.73,127.00,4.51,12.00,0.43,20.00,0.71,58.00,2.06
"Census Tract 5545.22, Los Angeles County, California",6037554522,554522,2093,1953,93.31,18.00,0.86,12.00,0.57,9.00,0.43,90.00,4.30
"Census Tract 5546, Los Angeles County, California",6037554600,554600,2065,1929,93.41,25.00,1.21,21.00,1.02,49.00,2.37,41.00,1.99
"Census Tract 5547, Los Angeles County, California",6037554700,554700,2037,1803,88.51,25.00,1.23,28.00,1.37,100.00,4.91,54.00,2.65
"Census Tract 5548.01, Los Angeles County, California",6037554801,554801,1480,1260,85.14,26.00,1.76,75.00,5.07,75.00,5.07,24.00,1.62
"Census Tract 5548.02, Los Angeles County, California",6037554802,554802,2660,2396,90.08,54.00,2.03,0.00,0.00,40.00,1.50,37.00,1.39
"Census Tract 5549, Los Angeles County, California",6037554900,554900,3357,3027,90.17,48.00,1.43,72.00,2.14,130.00,3.87,38.00,1.13
"Census Tract 5550.01, Los Angeles County, California",6037555001,555001,2375,2121,89.31,116.00,4.88,16.00,0.67,32.00,1.35,74.00,3.12
"Census Tract 5550.02, Los Angeles County, California",6037555002,555002,1541,1442,93.58,11.00,0.71,0.00,0.00,12.00,0.78,36.00,2.34
"Census Tract 5551.02, Los Angeles County, California",6037555102,555102,2697,2296,85.13,145.00,5.38,59.00,2.19,58.00,2.15,106.00,3.93
"Census Tract 5551.03, Los Angeles County, California",6037555103,555103,2403,2224,92.55,15.00,0.62,4.00,0.17,17.00,0.71,143.00,5.95
"Census Tract 5551.04, Los Angeles County, California",6037555104,555104,1987,1583,79.67,257.00,12.93,29.00,1.46,30.00,1.51,77.00,3.88
"Census Tract 5552.02, Los Angeles County, California",6037555202,555202,1590,1436,90.31,49.00,3.08,0.00,0.00,20.00,1.26,85.00,5.35
"Census Tract 5552.11, Los Angeles County, California",6037555211,555211,2074,1701,82.02,62.00,2.99,0.00,0.00,133.00,6.41,90.00,4.34
"Census Tract 5552.12, Los Angeles County, California",6037555212,555212,1890,1827,96.67,45.00,2.38,0.00,0.00,18.00,0.95,0.00,0.00
"Census Tract 5700.01, Los Angeles County, California",6037570001,570001,2127,1939,91.16,87.00,4.09,0.00,0.00,51.00,2.40,50.00,2.35
"Census Tract 5700.02, Los Angeles County, California",6037570002,570002,1394,1354,97.13,25.00,1.79,0.00,0.00,1.00,0.07,14.00,1.00
"Census Tract 5700.03, Los Angeles County, California",6037570003,570003,1944,1841,94.70,35.00,1.80,0.00,0.00,0.00,0.00,68.00,3.50
"Census Tract 5701, Los Angeles County, California",6037570100,570100,1244,1114,89.55,72.00,5.79,0.00,0.00,4.00,0.32,24.00,1.93
"Census Tract 5702.02, Los Angeles County, California",6037570202,570202,2678,2366,88.35,119.00,4.44,40.00,1.49,19.00,0.71,47.00,1.76
"Census Tract 5702.03, Los Angeles County, California",6037570203,570203,1910,1434,75.08,225.00,11.78,32.00,1.68,57.00,2.98,128.00,6.70
"Census Tract 5702.04, Los Angeles County, California",6037570204,570204,1504,1337,88.90,50.00,3.32,0.00,0.00,40.00,2.66,38.00,2.53
"Census Tract 5703.01, Los Angeles County, California",6037570301,570301,3513,3186,90.69,153.00,4.36,14.00,0.40,0.00,0.00,119.00,3.39
"Census Tract 5703.03, Los Angeles County, California",6037570303,570303,1847,1668,90.31,86.00,4.66,0.00,0.00,59.00,3.19,34.00,1.84
"Census Tract 5703.04, Los Angeles County, California",6037570304,570304,2019,1794,88.86,140.00,6.93,17.00,0.84,33.00,1.63,13.00,0.64
"Census Tract 5704.02, Los Angeles County, California",6037570402,570402,1465,1322,90.24,87.00,5.94,0.00,0.00,16.00,1.09,25.00,1.71
"Census Tract 5704.03, Los Angeles County, California",6037570403,570403,1968,1692,85.98,160.00,8.13,0.00,0.00,24.00,1.22,92.00,4.67
"Census Tract 5704.04, Los Angeles County, California",6037570404,570404,1502,1376,91.61,96.00,6.39,0.00,0.00,0.00,0.00,24.00,1.60
"Census Tract 5705.01, Los Angeles County, California",6037570501,570501,3407,2993,87.85,114.00,3.35,20.00,0.59,125.00,3.67,10.00,0.29
"Census Tract 5705.02, Los Angeles County, California",6037570502,570502,2649,2405,90.79,107.00,4.04,44.00,1.66,17.00,0.64,43.00,1.62
"Census Tract 5706.01, Los Angeles County, California",6037570601,570601,2336,2113,90.45,113.00,4.84,0.00,0.00,14.00,0.60,83.00,3.55
"Census Tract 5706.02, Los Angeles County, California",6037570602,570602,3006,2905,96.64,28.00,0.93,0.00,0.00,11.00,0.37,62.00,2.06
"Census Tract 5706.03, Los Angeles County, California",6037570603,570603,1682,1438,85.49,104.00,6.18,31.00,1.84,25.00,1.49,45.00,2.68
"Census Tract 5707.01, Los Angeles County, California",6037570701,570701,3249,3149,96.92,40.00,1.23,29.00,0.89,1.00,0.03,30.00,0.92
"Census Tract 5707.02, Los Angeles County, California",6037570702,570702,1063,1001,94.17,14.00,1.32,5.00,0.47,12.00,1.13,26.00,2.45
"Census Tract 5708, Los Angeles County, California",6037570800,570800,2572,2303,89.54,123.00,4.78,0.00,0.00,106.00,4.12,33.00,1.28
"Census Tract 5709.01, Los Angeles County, California",6037570901,570901,2721,2555,93.90,71.00,2.61,0.00,0.00,0.00,0.00,85.00,3.12
"Census Tract 5709.02, Los Angeles County, California",6037570902,570902,1817,1747,96.15,27.00,1.49,5.00,0.28,7.00,0.39,31.00,1.71
"Census Tract 5710, Los Angeles County, California",6037571000,571000,2863,2696,94.17,19.00,0.66,11.00,0.38,24.00,0.84,113.00,3.95
"Census Tract 5711.01, Los Angeles County, California",6037571101,571101,2446,2287,93.50,43.00,1.76,0.00,0.00,30.00,1.23,47.00,1.92
"Census Tract 5711.02, Los Angeles County, California",6037571102,571102,1786,1744,97.65,17.00,0.95,0.00,0.00,0.00,0.00,16.00,0.90
"Census Tract 5712, Los Angeles County, California",6037571200,571200,4185,3723,88.96,171.00,4.09,67.00,1.60,41.00,0.98,156.00,3.73
"Census Tract 5713, Los Angeles County, California",6037571300,571300,2183,2066,94.64,61.00,2.79,0.00,0.00,11.00,0.50,29.00,1.33
"Census Tract 5714, Los Angeles County, California",6037571400,571400,2132,1819,85.32,86.00,4.03,58.00,2.72,27.00,1.27,86.00,4.03
"Census Tract 5715.02, Los Angeles County, California",6037571502,571502,2090,1918,91.77,87.00,4.16,33.00,1.58,3.00,0.14,49.00,2.34
"Census Tract 5715.03, Los Angeles County, California",6037571503,571503,2230,1942,87.09,160.00,7.17,0.00,0.00,26.00,1.17,0.00,0.00
"Census Tract 5715.04, Los Angeles County, California",6037571504,571504,2709,2415,89.15,152.00,5.61,56.00,2.07,14.00,0.52,34.00,1.26
"Census Tract 5716, Los Angeles County, California",6037571600,571600,434,317,73.04,102.00,23.50,0.00,0.00,0.00,0.00,15.00,3.46
"Census Tract 5717.01, Los Angeles County, California",6037571701,571701,2665,2235,83.86,307.00,11.52,15.00,0.56,11.00,0.41,97.00,3.64
"Census Tract 5717.03, Los Angeles County, California",6037571703,571703,1293,1191,92.11,92.00,7.12,0.00,0.00,0.00,0.00,10.00,0.77
"Census Tract 5717.04, Los Angeles County, California",6037571704,571704,1655,1378,83.26,226.00,13.66,0.00,0.00,0.00,0.00,27.00,1.63
"Census Tract 5718, Los Angeles County, California",6037571800,571800,1493,1256,84.13,39.00,2.61,0.00,0.00,10.00,0.67,179.00,11.99
"Census Tract 5719, Los Angeles County, California",6037571900,571900,3040,2574,84.67,161.00,5.30,15.00,0.49,39.00,1.28,232.00,7.63
"Census Tract 5720.01, Los Angeles County, California",6037572001,572001,3012,2666,88.51,116.00,3.85,35.00,1.16,0.00,0.00,168.00,5.58
"Census Tract 5720.02, Los Angeles County, California",6037572002,572002,2365,2079,87.91,114.00,4.82,21.00,0.89,25.00,1.06,98.00,4.14
"Census Tract 5721, Los Angeles County, California",6037572100,572100,472,388,82.20,43.00,9.11,8.00,1.69,0.00,0.00,22.00,4.66
"Census Tract 5722.01, Los Angeles County, California",6037572201,572201,2893,2543,87.90,94.00,3.25,21.00,0.73,177.00,6.12,58.00,2.00
"Census Tract 5722.02, Los Angeles County, California",6037572202,572202,1707,1445,84.65,95.00,5.57,0.00,0.00,97.00,5.68,60.00,3.51
"Census Tract 5723.01, Los Angeles County, California",6037572301,572301,1748,1486,85.01,151.00,8.64,19.00,1.09,11.00,0.63,55.00,3.15
"Census Tract 5723.02, Los Angeles County, California",6037572302,572302,1454,1360,93.54,50.00,3.44,0.00,0.00,13.00,0.89,23.00,1.58
"Census Tract 5724, Los Angeles County, California",6037572400,572400,484,463,95.66,4.00,0.83,0.00,0.00,0.00,0.00,17.00,3.51
"Census Tract 5725, Los Angeles County, California",6037572500,572500,1046,743,71.03,137.00,13.10,0.00,0.00,58.00,5.54,41.00,3.92
"Census Tract 5726, Los Angeles County, California",6037572600,572600,2539,2335,91.97,75.00,2.95,0.00,0.00,0.00,0.00,89.00,3.51
"Census Tract 5727, Los Angeles County, California",6037572700,572700,2104,1697,80.66,177.00,8.41,23.00,1.09,46.00,2.19,80.00,3.80
"Census Tract 5728, Los Angeles County, California",6037572800,572800,271,100,36.90,44.00,16.24,4.00,1.48,18.00,6.64,105.00,38.75
"Census Tract 5729, Los Angeles County, California",6037572900,572900,2160,1706,78.98,124.00,5.74,11.00,0.51,149.00,6.90,38.00,1.76
"Census Tract 5730.02, Los Angeles County, California",6037573002,573002,1463,1205,82.37,172.00,11.76,0.00,0.00,29.00,1.98,7.00,0.48
"Census Tract 5730.03, Los Angeles County, California",6037573003,573003,884,732,82.81,65.00,7.35,0.00,0.00,0.00,0.00,51.00,5.77
"Census Tract 5730.04, Los Angeles County, California",6037573004,573004,1752,1419,80.99,171.00,9.76,0.00,0.00,34.00,1.94,93.00,5.31
"Census Tract 5731, Los Angeles County, California",6037573100,573100,3593,3029,84.30,332.00,9.24,64.00,1.78,58.00,1.61,29.00,0.81
"Census Tract 5732.01, Los Angeles County, California",6037573201,573201,1707,1394,81.66,198.00,11.60,21.00,1.23,28.00,1.64,66.00,3.87
"Census Tract 5732.02, Los Angeles County, California",6037573202,573202,2678,2048,76.47,437.00,16.32,65.00,2.43,8.00,0.30,41.00,1.53
"Census Tract 5733, Los Angeles County, California",6037573300,573300,1372,1037,75.58,126.00,9.18,15.00,1.09,51.00,3.72,110.00,8.02
"Census Tract 5734.01, Los Angeles County, California",6037573401,573401,638,583,91.38,28.00,4.39,0.00,0.00,8.00,1.25,19.00,2.98
"Census Tract 5734.02, Los Angeles County, California",6037573402,573402,3338,2958,88.62,135.00,4.04,0.00,0.00,117.00,3.51,128.00,3.83
"Census Tract 5734.03, Los Angeles County, California",6037573403,573403,1879,1548,82.38,63.00,3.35,9.00,0.48,0.00,0.00,221.00,11.76
"Census Tract 5736.01, Los Angeles County, California",6037573601,573601,2597,2376,91.49,0.00,0.00,31.00,1.19,53.00,2.04,77.00,2.96
"Census Tract 5737, Los Angeles County, California",6037573700,573700,2305,2239,97.14,7.00,0.30,6.00,0.26,13.00,0.56,25.00,1.08
"Census Tract 5738, Los Angeles County, California",6037573800,573800,1998,1838,91.99,27.00,1.35,31.00,1.55,9.00,0.45,84.00,4.20
"Census Tract 5739.02, Los Angeles County, California",6037573902,573902,1048,940,89.69,13.00,1.24,0.00,0.00,3.00,0.29,86.00,8.21
"Census Tract 5740, Los Angeles County, California",6037574000,574000,2733,2566,93.89,1.00,0.04,0.00,0.00,31.00,1.13,120.00,4.39
"Census Tract 5741, Los Angeles County, California",6037574100,574100,2504,2240,89.46,19.00,0.76,20.00,0.80,13.00,0.52,169.00,6.75
"Census Tract 5742.01, Los Angeles County, California",6037574201,574201,1346,1237,91.90,23.00,1.71,21.00,1.56,2.00,0.15,58.00,4.31
"Census Tract 5742.02, Los Angeles County, California",6037574202,574202,957,862,90.07,42.00,4.39,22.00,2.30,5.00,0.52,26.00,2.72
"Census Tract 5743, Los Angeles County, California",6037574300,574300,2814,2585,91.86,20.00,0.71,0.00,0.00,14.00,0.50,108.00,3.84
"Census Tract 5744, Los Angeles County, California",6037574400,574400,2269,1982,87.35,20.00,0.88,18.00,0.79,22.00,0.97,219.00,9.65
"Census Tract 5745, Los Angeles County, California",6037574500,574500,3073,2738,89.10,17.00,0.55,65.00,2.12,13.00,0.42,240.00,7.81
"Census Tract 5746.01, Los Angeles County, California",6037574601,574601,587,153,26.06,34.00,5.79,16.00,2.73,307.00,52.30,69.00,11.75
"Census Tract 5746.02, Los Angeles County, California",6037574602,574602,556,511,91.91,0.00,0.00,0.00,0.00,21.00,3.78,21.00,3.78
"Census Tract 5747, Los Angeles County, California",6037574700,574700,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Census Tract 5748, Los Angeles County, California",6037574800,574800,1622,1337,82.43,27.00,1.66,0.00,0.00,23.00,1.42,235.00,14.49
"Census Tract 5749.01, Los Angeles County, California",6037574901,574901,1829,1670,91.31,35.00,1.91,0.00,0.00,9.00,0.49,92.00,5.03
"Census Tract 5749.02, Los Angeles County, California",6037574902,574902,2067,1709,82.68,186.00,9.00,0.00,0.00,34.00,1.64,96.00,4.64
"Census Tract 5750.01, Los Angeles County, California",6037575001,575001,2001,1770,88.46,35.00,1.75,6.00,0.30,0.00,0.00,155.00,7.75
"Census Tract 5750.02, Los Angeles County, California",6037575002,575002,2495,2098,84.09,86.00,3.45,13.00,0.52,110.00,4.41,171.00,6.85
"Census Tract 5751.01, Los Angeles County, California",6037575101,575101,2192,1764,80.47,200.00,9.12,14.00,0.64,17.00,0.78,137.00,6.25
"Census Tract 5751.02, Los Angeles County, California",6037575102,575102,1414,1160,82.04,97.00,6.86,23.00,1.63,63.00,4.46,12.00,0.85
"Census Tract 5751.03, Los Angeles County, California",6037575103,575103,2539,2205,86.85,117.00,4.61,0.00,0.00,45.00,1.77,111.00,4.37
"Census Tract 5752.01, Los Angeles County, California",6037575201,575201,1580,1200,75.95,208.00,13.16,0.00,0.00,39.00,2.47,68.00,4.30
"Census Tract 5752.02, Los Angeles County, California",6037575202,575202,1780,1339,75.22,152.00,8.54,14.00,0.79,25.00,1.40,155.00,8.71
"Census Tract 5753, Los Angeles County, California",6037575300,575300,1996,1349,67.59,391.00,19.59,11.00,0.55,159.00,7.97,26.00,1.30
"Census Tract 5754.01, Los Angeles County, California",6037575401,575401,2074,1420,68.47,418.00,20.15,7.00,0.34,53.00,2.56,23.00,1.11
"Census Tract 5754.02, Los Angeles County, California",6037575402,575402,1662,1084,65.22,394.00,23.71,39.00,2.35,45.00,2.71,11.00,0.66
"Census Tract 5755, Los Angeles County, California",6037575500,575500,17,10,58.82,0.00,0.00,4.00,23.53,3.00,17.65,0.00,0.00
"Census Tract 5758.01, Los Angeles County, California",6037575801,575801,812,595,73.28,140.00,17.24,15.00,1.85,36.00,4.43,6.00,0.74
"Census Tract 5758.02, Los Angeles County, California",6037575802,575802,2136,1399,65.50,406.00,19.01,127.00,5.95,91.00,4.26,48.00,2.25
"Census Tract 5758.03, Los Angeles County, California",6037575803,575803,1049,624,59.49,223.00,21.26,18.00,1.72,107.00,10.20,10.00,0.95
"Census Tract 5759.01, Los Angeles County, California",6037575901,575901,1578,1231,78.01,141.00,8.94,9.00,0.57,36.00,2.28,72.00,4.56
"Census Tract 5759.02, Los Angeles County, California",6037575902,575902,2348,1516,64.57,370.00,15.76,32.00,1.36,257.00,10.95,173.00,7.37
"Census Tract 5760.01, Los Angeles County, California",6037576001,576001,3562,2557,71.79,302.00,8.48,0.00,0.00,350.00,9.83,287.00,8.06
"Census Tract 5762, Los Angeles County, California",6037576200,576200,2820,1557,55.21,670.00,23.76,100.00,3.55,320.00,11.35,173.00,6.13
"Census Tract 5763.01, Los Angeles County, California",6037576301,576301,1999,1418,70.94,241.00,12.06,12.00,0.60,195.00,9.75,85.00,4.25
"Census Tract 5763.02, Los Angeles County, California",6037576302,576302,2144,1732,80.78,194.00,9.05,0.00,0.00,152.00,7.09,30.00,1.40
"Census Tract 5764.01, Los Angeles County, California",6037576401,576401,1807,1166,64.53,243.00,13.45,93.00,5.15,145.00,8.02,77.00,4.26
"Census Tract 5764.02, Los Angeles County, California",6037576402,576402,1863,1486,79.76,222.00,11.92,3.00,0.16,66.00,3.54,56.00,3.01
"Census Tract 5764.03, Los Angeles County, California",6037576403,576403,1844,1445,78.36,302.00,16.38,17.00,0.92,14.00,0.76,32.00,1.74
"Census Tract 5765.01, Los Angeles County, California",6037576501,576501,1403,1068,76.12,107.00,7.63,11.00,0.78,76.00,5.42,38.00,2.71
"Census Tract 5765.02, Los Angeles County, California",6037576502,576502,2089,1517,72.62,217.00,10.39,121.00,5.79,37.00,1.77,188.00,9.00
"Census Tract 5765.03, Los Angeles County, California",6037576503,576503,2272,1814,79.84,142.00,6.25,74.00,3.26,50.00,2.20,140.00,6.16
"Census Tract 5766.01, Los Angeles County, California",6037576601,576601,3301,2433,73.70,192.00,5.82,0.00,0.00,133.00,4.03,501.00,15.18
"Census Tract 5766.02, Los Angeles County, California",6037576602,576602,2657,2365,89.01,173.00,6.51,0.00,0.00,32.00,1.20,51.00,1.92
"Census Tract 5767, Los Angeles County, California",6037576700,576700,2287,1837,80.32,119.00,5.20,51.00,2.23,38.00,1.66,229.00,10.01
"Census Tract 5768.01, Los Angeles County, California",6037576801,576801,2175,1973,90.71,104.00,4.78,31.00,1.43,49.00,2.25,0.00,0.00
"Census Tract 5768.02, Los Angeles County, California",6037576802,576802,2261,1849,81.78,196.00,8.67,120.00,5.31,0.00,0.00,52.00,2.30
"Census Tract 5769.01, Los Angeles County, California",6037576901,576901,2269,1746,76.95,373.00,16.44,0.00,0.00,65.00,2.86,41.00,1.81
"Census Tract 5769.03, Los Angeles County, California",6037576903,576903,2046,1588,77.61,224.00,10.95,60.00,2.93,89.00,4.35,85.00,4.15
"Census Tract 5769.04, Los Angeles County, California",6037576904,576904,1534,1248,81.36,177.00,11.54,17.00,1.11,0.00,0.00,66.00,4.30
"Census Tract 5770, Los Angeles County, California",6037577000,577000,4556,4117,90.36,185.00,4.06,15.00,0.33,80.00,1.76,145.00,3.18
"Census Tract 5771, Los Angeles County, California",6037577100,577100,4177,3667,87.79,136.00,3.26,12.00,0.29,57.00,1.36,257.00,6.15
"Census Tract 5772, Los Angeles County, California",6037577200,577200,3630,3073,84.66,155.00,4.27,0.00,0.00,92.00,2.53,285.00,7.85
"Census Tract 5773, Los Angeles County, California",6037577300,577300,3593,3295,91.71,13.00,0.36,0.00,0.00,10.00,0.28,254.00,7.07
"Census Tract 5774, Los Angeles County, California",6037577400,577400,1833,1607,87.67,8.00,0.44,6.00,0.33,44.00,2.40,168.00,9.17
"Census Tract 5775.01, Los Angeles County, California",6037577501,577501,1679,1457,86.78,16.00,0.95,0.00,0.00,20.00,1.19,186.00,11.08
"Census Tract 5775.04, Los Angeles County, California",6037577504,577504,865,642,74.22,47.00,5.43,9.00,1.04,7.00,0.81,160.00,18.50
"Census Tract 5776.02, Los Angeles County, California",6037577602,577602,1461,1195,81.79,23.00,1.57,0.00,0.00,23.00,1.57,220.00,15.06
"Census Tract 5776.03, Los Angeles County, California",6037577603,577603,3954,3100,78.40,147.00,3.72,67.00,1.69,80.00,2.02,483.00,12.22
"Census Tract 5776.04, Los Angeles County, California",6037577604,577604,834,737,88.37,8.00,0.96,0.00,0.00,6.00,0.72,72.00,8.63
"Census Tract 5990, Los Angeles County, California",6037599000,599000,1802,551,30.58,0.00,0.00,134.00,7.44,959.00,53.22,34.00,1.89
"Census Tract 5991, Los Angeles County, California",6037599100,599100,378,99,26.19,0.00,0.00,34.00,8.99,106.00,28.04,25.00,6.61
"Census Tract 6001, Los Angeles County, California",6037600100,600100,2411,1932,80.13,335.00,13.89,19.00,0.79,45.00,1.87,56.00,2.32
"Census Tract 6002.01, Los Angeles County, California",6037600201,600201,1482,1244,83.94,123.00,8.30,0.00,0.00,7.00,0.47,93.00,6.28
"Census Tract 6002.02, Los Angeles County, California",6037600202,600202,2425,1792,73.90,540.00,22.27,20.00,0.82,28.00,1.15,31.00,1.28
"Census Tract 6003.02, Los Angeles County, California",6037600302,600302,1193,1103,92.46,55.00,4.61,0.00,0.00,0.00,0.00,35.00,2.93
"Census Tract 6003.03, Los Angeles County, California",6037600303,600303,1342,1061,79.06,216.00,16.10,0.00,0.00,0.00,0.00,28.00,2.09
"Census Tract 6003.04, Los Angeles County, California",6037600304,600304,1174,909,77.43,215.00,18.31,13.00,1.11,30.00,2.56,7.00,0.60
"Census Tract 6004, Los Angeles County, California",6037600400,600400,1536,1396,90.89,47.00,3.06,14.00,0.91,0.00,0.00,60.00,3.91
"Census Tract 6005.01, Los Angeles County, California",6037600501,600501,1037,833,80.33,178.00,17.16,0.00,0.00,0.00,0.00,13.00,1.25
"Census Tract 6005.02, Los Angeles County, California",6037600502,600502,890,779,87.53,99.00,11.12,0.00,0.00,0.00,0.00,12.00,1.35
"Census Tract 6006.01, Los Angeles County, California",6037600601,600601,1140,1007,88.33,91.00,7.98,0.00,0.00,7.00,0.61,24.00,2.11
"Census Tract 6006.02, Los Angeles County, California",6037600602,600602,957,655,68.44,180.00,18.81,46.00,4.81,39.00,4.08,37.00,3.87
"Census Tract 6007.02, Los Angeles County, California",6037600702,600702,2503,1937,77.39,9.00,0.36,0.00,0.00,59.00,2.36,498.00,19.90
"Census Tract 6007.03, Los Angeles County, California",6037600703,600703,990,903,91.21,24.00,2.42,0.00,0.00,9.00,0.91,54.00,5.45
"Census Tract 6007.04, Los Angeles County, California",6037600704,600704,1309,1161,88.69,74.00,5.65,0.00,0.00,3.00,0.23,71.00,5.42
"Census Tract 6008.01, Los Angeles County, California",6037600801,600801,1492,1421,95.24,53.00,3.55,0.00,0.00,0.00,0.00,9.00,0.60
"Census Tract 6008.02, Los Angeles County, California",6037600802,600802,1129,978,86.63,144.00,12.75,0.00,0.00,0.00,0.00,7.00,0.62
"Census Tract 6009.02, Los Angeles County, California",6037600902,600902,3063,2502,81.68,258.00,8.42,11.00,0.36,104.00,3.40,113.00,3.69
"Census Tract 6009.11, Los Angeles County, California",6037600911,600911,1641,1413,86.11,91.00,5.55,10.00,0.61,12.00,0.73,56.00,3.41
"Census Tract 6009.12, Los Angeles County, California",6037600912,600912,2539,2281,89.84,145.00,5.71,21.00,0.83,24.00,0.95,47.00,1.85
"Census Tract 6010.01, Los Angeles County, California",6037601001,601001,705,576,81.70,49.00,6.95,0.00,0.00,11.00,1.56,69.00,9.79
"Census Tract 6010.02, Los Angeles County, California",6037601002,601002,2466,2064,83.70,178.00,7.22,14.00,0.57,131.00,5.31,53.00,2.15
"Census Tract 6011, Los Angeles County, California",6037601100,601100,2769,2001,72.26,351.00,12.68,51.00,1.84,97.00,3.50,68.00,2.46
"Census Tract 6012.02, Los Angeles County, California",6037601202,601202,1678,1415,84.33,72.00,4.29,0.00,0.00,53.00,3.16,91.00,5.42
"Census Tract 6012.11, Los Angeles County, California",6037601211,601211,1249,934,74.78,135.00,10.81,11.00,0.88,26.00,2.08,128.00,10.25
"Census Tract 6012.12, Los Angeles County, California",6037601212,601212,2741,2308,84.20,142.00,5.18,0.00,0.00,43.00,1.57,180.00,6.57
"Census Tract 6013.01, Los Angeles County, California",6037601301,601301,876,705,80.48,80.00,9.13,0.00,0.00,0.00,0.00,91.00,10.39
"Census Tract 6013.02, Los Angeles County, California",6037601302,601302,3283,2901,88.36,229.00,6.98,0.00,0.00,17.00,0.52,111.00,3.38
"Census Tract 6013.03, Los Angeles County, California",6037601303,601303,2278,1878,82.44,212.00,9.31,21.00,0.92,16.00,0.70,78.00,3.42
"Census Tract 6014.01, Los Angeles County, California",6037601401,601401,2411,1967,81.58,229.00,9.50,21.00,0.87,28.00,1.16,148.00,6.14
"Census Tract 6014.02, Los Angeles County, California",6037601402,601402,2394,1998,83.46,86.00,3.59,44.00,1.84,80.00,3.34,117.00,4.89
"Census Tract 6015.01, Los Angeles County, California",6037601501,601501,1703,1381,81.09,169.00,9.92,20.00,1.17,59.00,3.46,19.00,1.12
"Census Tract 6015.02, Los Angeles County, California",6037601502,601502,1766,1446,81.88,128.00,7.25,13.00,0.74,6.00,0.34,69.00,3.91
"Census Tract 6016, Los Angeles County, California",6037601600,601600,1932,1533,79.35,236.00,12.22,34.00,1.76,92.00,4.76,8.00,0.41
"Census Tract 6017, Los Angeles County, California",6037601700,601700,2182,1950,89.37,95.00,4.35,0.00,0.00,59.00,2.70,27.00,1.24
"Census Tract 6018.01, Los Angeles County, California",6037601801,601801,1381,1140,82.55,55.00,3.98,7.00,0.51,97.00,7.02,52.00,3.77
"Census Tract 6018.02, Los Angeles County, California",6037601802,601802,1680,1403,83.51,91.00,5.42,73.00,4.35,37.00,2.20,39.00,2.32
"Census Tract 6019, Los Angeles County, California",6037601900,601900,2007,1792,89.29,140.00,6.98,0.00,0.00,13.00,0.65,62.00,3.09
"Census Tract 6020.02, Los Angeles County, California",6037602002,602002,1415,1249,88.27,64.00,4.52,0.00,0.00,31.00,2.19,47.00,3.32
"Census Tract 6020.03, Los Angeles County, California",6037602003,602003,1953,1541,78.90,89.00,4.56,32.00,1.64,2.00,0.10,172.00,8.81
"Census Tract 6020.04, Los Angeles County, California",6037602004,602004,1760,1402,79.66,175.00,9.94,28.00,1.59,77.00,4.38,34.00,1.93
"Census Tract 6021.03, Los Angeles County, California",6037602103,602103,3003,2501,83.28,383.00,12.75,19.00,0.63,32.00,1.07,0.00,0.00
"Census Tract 6021.04, Los Angeles County, California",6037602104,602104,2722,2144,78.77,320.00,11.76,0.00,0.00,157.00,5.77,7.00,0.26
"Census Tract 6021.05, Los Angeles County, California",6037602105,602105,2084,1860,89.25,99.00,4.75,0.00,0.00,36.00,1.73,70.00,3.36
"Census Tract 6021.06, Los Angeles County, California",6037602106,602106,2578,2212,85.80,267.00,10.36,36.00,1.40,14.00,0.54,15.00,0.58
"Census Tract 6022, Los Angeles County, California",6037602200,602200,3613,3291,91.09,114.00,3.16,0.00,0.00,46.00,1.27,139.00,3.85
"Census Tract 6023.01, Los Angeles County, California",6037602301,602301,3097,2758,89.05,101.00,3.26,22.00,0.71,57.00,1.84,96.00,3.10
"Census Tract 6023.02, Los Angeles County, California",6037602302,602302,1779,1606,90.28,9.00,0.51,18.00,1.01,28.00,1.57,98.00,5.51
"Census Tract 6024.02, Los Angeles County, California",6037602402,602402,2994,2723,90.95,127.00,4.24,24.00,0.80,15.00,0.50,92.00,3.07
"Census Tract 6024.03, Los Angeles County, California",6037602403,602403,2586,2143,82.87,234.00,9.05,64.00,2.47,59.00,2.28,72.00,2.78
"Census Tract 6024.04, Los Angeles County, California",6037602404,602404,2852,2593,90.92,158.00,5.54,12.00,0.42,17.00,0.60,62.00,2.17
"Census Tract 6025.04, Los Angeles County, California",6037602504,602504,2336,2040,87.33,151.00,6.46,15.00,0.64,50.00,2.14,57.00,2.44
"Census Tract 6025.05, Los Angeles County, California",6037602505,602505,1873,1542,82.33,215.00,11.48,0.00,0.00,59.00,3.15,43.00,2.30
